Loyalty Number,Country,Province,City,Gender,Education,Salary,salary_missing,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,tenure_years,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_dollar_redeemed,active_months,pct_months_active,avg_flights_per_active_month,flight_volatility,redemption_rate,has_redeemed,recency_months,h1_flights,h2_flights,momentum,redemption_momentum,distance_per_flight,hard_churn,behavioral_churn,blended_churn,total_flights_outcome,in_cohort,in_training_cohort,was_active_2017
574081,Canada,Saskatchewan,Regina,Female,College,,1,Single,Nova,2848.56,Standard,2017,12,0.08213552361396304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,26,1,1,0
712521,Canada,Ontario,Ottawa,Male,Bachelor,78245.0,0,Divorced,Nova,2849.25,Standard,2015,9,2.3326488706365502,21.0,27482.0,27482.0,688.0,124.0,7.0,0.5833333333333334,3.0,1.9598237397554634,0.025034568080925697,1.0,0.0,8.0,13.0,5.0,688.0,1308.6666666666667,0,0,0,10,1,1,1
369867,Canada,Ontario,Sudbury,Female,Bachelor,72353.0,0,Married,Nova,2851.16,Standard,2018,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,1,0,0
181377,Canada,British Columbia,Vancouver,Female,Bachelor,79543.0,0,Married,Nova,2853.37,Standard,2015,7,2.5023956194387407,17.0,29565.0,29565.0,568.0,102.0,6.0,0.5,2.8333333333333335,1.831955405041456,0.019211905969896838,1.0,0.0,5.0,12.0,7.0,568.0,1739.1176470588234,0,0,0,17,1,1,1
407468,Canada,Manitoba,Winnipeg,Female,Bachelor,60297.0,0,Married,Nova,2853.51,Standard,2013,6,4.583162217659138,18.0,25728.0,25728.0,0.0,0.0,9.0,0.75,2.0,1.1677484162422844,0.0,0.0,0.0,9.0,9.0,0.0,0.0,1429.3333333333333,0,0,0,4,1,1,1
882263,Canada,Quebec,Montreal,Male,Bachelor,60297.0,0,Married,Nova,2853.51,Standard,2018,6,0.0,29.0,37210.0,37210.0,1172.0,211.0,9.0,0.75,3.2222222222222223,1.8809249819912512,0.03149690943294813,1.0,0.0,12.0,17.0,5.0,-112.0,1283.103448275862,0,0,0,18,1,0,1
499583,Canada,Nova Scotia,Halifax,Male,Bachelor,95902.0,0,Divorced,Nova,2853.6,Standard,2018,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0
376618,Canada,Ontario,Toronto,Male,Bachelor,83953.0,0,Married,Nova,2854.11,Standard,2014,11,3.164955509924709,11.0,12260.0,12260.0,443.0,80.0,6.0,0.5,1.8333333333333333,1.1645001528813153,0.03613376835236542,1.0,0.0,4.0,7.0,3.0,-443.0,1114.5454545454545,0,0,0,25,1,1,1
154644,Canada,Nova Scotia,Halifax,Female,Bachelor,57377.0,0,Single,Nova,2854.27,Standard,2016,11,1.163586584531143,28.0,47393.0,47393.0,1236.0,223.0,8.0,0.6666666666666666,3.5,1.9694638556693238,0.026079800814466272,1.0,3.0,16.0,12.0,-4.0,-1236.0,1692.607142857143,0,0,0,15,1,1,1
683356,Canada,Saskatchewan,Regina,Female,Bachelor,57377.0,0,Single,Nova,2854.27,Standard,2015,11,2.1656399726214923,18.0,26239.0,26239.0,0.0,0.0,6.0,0.5,3.0,2.0225995873897262,0.0,0.0,1.0,8.0,10.0,2.0,0.0,1457.7222222222222,0,0,0,23,1,1,1
753637,Canada,Saskatchewan,Regina,Female,Bachelor,104798.0,0,Married,Nova,2855.69,Standard,2017,8,0.4161533196440794,6.0,7470.0,7470.0,650.0,117.0,3.0,0.25,2.0,1.0,0.08701472556894244,1.0,0.0,0.0,6.0,6.0,650.0,1245.0,0,0,0,20,1,1,1
923062,Canada,Quebec,Tremblant,Female,Bachelor,69034.0,0,Divorced,Nova,2855.93,Standard,2014,10,3.249828884325804,23.0,39708.0,39708.0,0.0,0.0,9.0,0.75,2.5555555555555554,1.9286515936521478,0.0,0.0,1.0,8.0,15.0,7.0,0.0,1726.4347826086957,0,0,0,26,1,1,1
723969,Canada,Quebec,Quebec City,Male,College,,1,Married,Nova,2856.95,Standard,2018,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0
846215,Canada,Newfoundland,St. John's,Female,College,,1,Married,Nova,2856.95,Standard,2015,11,2.1656399726214923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
231084,Canada,Nova Scotia,Halifax,Female,Bachelor,99090.0,0,Married,Nova,2857.11,Standard,2016,6,1.5824777549623545,25.0,35913.0,35913.0,444.0,80.0,10.0,0.8333333333333334,2.5,1.4433756729740643,0.0123632110934759,1.0,0.0,17.0,8.0,-9.0,-444.0,1436.52,0,0,0,14,1,1,1
765793,Canada,Ontario,Thunder Bay,Female,Bachelor,94325.0,0,Divorced,Nova,2857.99,Standard,2012,11,5.163586584531143,16.0,33382.0,33382.0,0.0,0.0,7.0,0.5833333333333334,2.2857142857142856,1.3706888336846839,0.0,0.0,4.0,12.0,4.0,-8.0,0.0,2086.375,0,0,0,8,1,1,1
562358,Canada,Ontario,London,Male,Bachelor,51943.0,0,Married,Nova,2858.09,Standard,2018,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,1,0,0
550352,Canada,British Columbia,Whistler,Male,College,,1,Married,Nova,2858.99,Standard,2013,2,4.91170431211499,13.0,20879.0,20879.0,882.0,159.0,5.0,0.4166666666666667,2.6,1.6213537179739277,0.04224340246180373,1.0,1.0,8.0,5.0,-3.0,882.0,1606.076923076923,0,0,0,24,1,1,1
746554,Canada,Quebec,Montreal,Male,College,,1,Married,Nova,2858.99,Standard,2015,9,2.3326488706365502,24.0,46734.0,46734.0,1796.0,323.0,9.0,0.75,2.6666666666666665,1.7056057308448835,0.03843026490349638,1.0,1.0,10.0,14.0,4.0,1796.0,1947.25,0,0,0,29,1,1,1
336541,Canada,Ontario,Toronto,Female,Bachelor,69804.0,0,Married,Nova,2859.41,Standard,2017,9,0.33127994524298426,2.0,1074.0,1074.0,0.0,0.0,1.0,0.08333333333333333,2.0,0.5773502691896257,0.0,0.0,2.0,0.0,2.0,2.0,0.0,537.0,0,0,0,19,1,1,1
872340,Canada,Ontario,Toronto,Male,Bachelor,105068.0,0,Married,Nova,2859.53,Standard,2018,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0
967838,Canada,British Columbia,Vancouver,Female,Bachelor,105068.0,0,Married,Nova,2859.53,Standard,2012,5,5.66735112936345,15.0,22775.0,22775.0,573.0,103.0,5.0,0.4166666666666667,3.0,1.712255291076124,0.025159165751920967,1.0,1.0,4.0,11.0,7.0,-573.0,1518.3333333333333,0,0,0,23,1,1,1
429471,Canada,British Columbia,Vancouver,Female,Bachelor,104262.0,0,Single,Nova,2859.8,Standard,2016,9,1.3305954825462012,13.0,21676.0,21676.0,0.0,0.0,5.0,0.4166666666666667,2.6,1.5050420310248864,0.0,0.0,0.0,6.0,7.0,1.0,0.0,1667.3846153846155,0,0,0,18,1,1,1
544619,Canada,Ontario,Toronto,Male,Bachelor,69342.0,0,Married,Nova,2860.11,Standard,2017,9,0.33127994524298426,6.0,5323.0,5323.0,0.0,0.0,3.0,0.25,2.0,1.1677484162422844,0.0,0.0,0.0,0.0,6.0,6.0,0.0,887.1666666666666,1,0,1,6,1,1,1
829627,Canada,Alberta,Edmonton,Female,Bachelor,69342.0,0,Married,Nova,2860.11,Standard,2014,10,3.249828884325804,21.0,24814.0,24814.0,0.0,0.0,9.0,0.75,2.3333333333333335,1.2880570286640687,0.0,0.0,0.0,11.0,10.0,-1.0,0.0,1181.6190476190477,0,0,0,12,1,1,1
417841,Canada,Nova Scotia,Halifax,Male,Bachelor,52327.0,0,Divorced,Nova,2860.75,Standard,2015,4,2.751540041067762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
392713,Canada,Ontario,Toronto,Male,Bachelor,68737.0,0,Married,Nova,2860.86,Standard,2018,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,1,0,0
213086,Canada,Quebec,Montreal,Female,Bachelor,97825.0,0,Married,Nova,2861.72,Standard,2014,10,3.249828884325804,9.0,9842.0,9842.0,0.0,0.0,3.0,0.25,3.0,1.4222261679238197,0.0,0.0,1.0,4.0,5.0,1.0,0.0,1093.5555555555557,0,0,0,11,1,1,1
735964,Canada,British Columbia,Whistler,Female,Bachelor,97825.0,0,Married,Nova,2861.72,Standard,2013,10,4.249144421629021,19.0,23797.0,23797.0,0.0,0.0,6.0,0.5,3.1666666666666665,1.9752253419585197,0.0,0.0,4.0,9.0,10.0,1.0,0.0,1252.4736842105262,0,0,0,11,1,1,1
130446,Canada,British Columbia,Victoria,Female,College,,1,Married,Star,5907.15,2018 Promotion,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,38,1,0,0
887328,Canada,Ontario,Trenton,Male,Bachelor,87780.0,0,Married,Nova,2862.56,Standard,2017,1,0.9965776865160849,14.0,28372.0,28372.0,0.0,0.0,5.0,0.4166666666666667,2.8,1.6422453217986943,0.0,0.0,0.0,9.0,5.0,-4.0,0.0,2026.5714285714287,0,0,0,28,1,1,1
911585,Canada,British Columbia,Vancouver,Female,Bachelor,87780.0,0,Married,Nova,2862.56,Standard,2016,9,1.3305954825462012,25.0,27816.0,27816.0,1026.0,184.0,9.0,0.75,2.7777777777777777,1.8319554050414564,0.036885245901639344,1.0,0.0,13.0,12.0,-1.0,90.0,1112.64,0,0,0,17,1,1,1
130331,Canada,Nova Scotia,Halifax,Female,Bachelor,79207.0,0,Divorced,Nova,2862.73,Standard,2016,12,1.08145106091718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,35,1,1,0
239457,Canada,British Columbia,Vancouver,Male,Bachelor,64245.0,0,Single,Star,5907.91,2018 Promotion,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,53,1,0,0
102877,Canada,Ontario,Trenton,Female,College,,1,Married,Nova,2863.04,Standard,2014,7,3.5017111567419574,28.0,47699.0,47699.0,468.0,84.0,9.0,0.75,3.111111111111111,1.775250729197189,0.009811526447095327,1.0,0.0,17.0,11.0,-6.0,468.0,1703.5357142857142,0,0,0,17,1,1,1
546456,Canada,British Columbia,Vancouver,Male,College,,1,Married,Nova,2863.04,Standard,2012,12,5.08145106091718,21.0,34427.0,34427.0,422.0,76.0,6.0,0.5,3.5,2.179449471770337,0.012257820896389462,1.0,2.0,7.0,14.0,7.0,422.0,1639.3809523809523,0,0,0,10,1,1,1
272148,Canada,Quebec,Quebec City,Female,Bachelor,61965.0,0,Married,Nova,2863.05,Standard,2013,4,4.7501711156741955,22.0,28708.0,28708.0,723.0,130.0,8.0,0.6666666666666666,2.75,1.898963034411309,0.02518461752821513,1.0,1.0,9.0,13.0,4.0,723.0,1304.909090909091,0,0,0,27,1,1,1
939992,Canada,Newfoundland,St. John's,Male,Bachelor,61965.0,0,Married,Nova,2863.05,Standard,2017,11,0.16427104722792607,3.0,6144.0,6144.0,404.0,73.0,1.0,0.08333333333333333,3.0,0.8660254037844386,0.06575520833333333,1.0,0.0,0.0,3.0,3.0,404.0,2048.0,0,0,0,17,1,1,1
318291,Canada,British Columbia,Vancouver,Female,Bachelor,58766.0,0,Married,Nova,2863.31,Standard,2013,4,4.7501711156741955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
403052,Canada,Ontario,Toronto,Male,Bachelor,58766.0,0,Married,Nova,2863.31,Standard,2018,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,13,1,0,0
349447,Canada,British Columbia,Vancouver,Male,College,,1,Single,Nova,2864.09,Standard,2015,5,2.6694045174537986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0
931247,Canada,British Columbia,Vancouver,Male,Bachelor,98765.0,0,Divorced,Nova,2864.54,Standard,2013,8,4.41615331964408,27.0,40541.0,40541.0,0.0,0.0,7.0,0.5833333333333334,3.857142857142857,2.3403573930647275,0.0,0.0,3.0,14.0,13.0,-1.0,0.0,1501.5185185185185,0,1,1,0,0,0,1
856609,Canada,British Columbia,Vancouver,Female,Bachelor,64625.0,0,Single,Star,6085.3,2018 Promotion,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,49,1,0,0
700225,Canada,Ontario,Sudbury,Male,Bachelor,95882.0,0,Divorced,Nova,2866.82,Standard,2013,11,4.164271047227926,20.0,28217.0,28217.0,500.0,90.0,7.0,0.5833333333333334,2.857142857142857,1.8748737331221839,0.017719814296346174,1.0,0.0,5.0,15.0,10.0,-500.0,1410.85,0,0,0,19,1,1,1
894608,Canada,Ontario,Toronto,Male,Bachelor,99089.0,0,Married,Nova,2867.21,Standard,2016,3,1.834360027378508,33.0,60299.0,60299.0,973.0,176.0,9.0,0.75,3.6666666666666665,2.179449471770337,0.016136254332575997,1.0,0.0,15.0,18.0,3.0,245.0,1827.2424242424242,0,0,0,21,1,1,1
140381,Canada,British Columbia,Vancouver,Female,Master,112860.0,0,Divorced,Nova,2867.31,Standard,2012,7,5.500342231348392,21.0,43791.0,43791.0,0.0,0.0,6.0,0.5,3.5,2.050498830661811,0.0,0.0,1.0,10.0,11.0,1.0,0.0,2085.285714285714,0,0,0,30,1,1,1
262774,Canada,British Columbia,Vancouver,Female,Master,112860.0,0,Divorced,Nova,2867.31,Standard,2013,8,4.41615331964408,16.0,16931.0,16931.0,1164.0,210.0,7.0,0.5833333333333334,2.2857142857142856,1.669694219873444,0.06874963085464532,1.0,2.0,3.0,13.0,10.0,1164.0,1058.1875,0,0,0,10,1,1,1
315736,Canada,Ontario,Toronto,Female,Master,112860.0,0,Divorced,Nova,2867.31,Standard,2013,5,4.6680355920602326,16.0,29160.0,29160.0,619.0,111.0,7.0,0.5833333333333334,2.2857142857142856,1.556997888323046,0.021227709190672153,1.0,1.0,8.0,8.0,0.0,619.0,1822.5,0,0,0,16,1,1,1
549064,Canada,Ontario,Toronto,Female,Master,112860.0,0,Divorced,Nova,2867.31,Standard,2013,11,4.164271047227926,19.0,25409.0,25409.0,0.0,0.0,8.0,0.6666666666666666,2.375,1.5642792899510296,0.0,0.0,0.0,11.0,8.0,-3.0,0.0,1337.3157894736842,0,0,0,23,1,1,1
608537,Canada,Ontario,Toronto,Female,Master,112860.0,0,Divorced,Nova,2867.31,Standard,2018,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12,1,0,0
808206,Canada,British Columbia,Vancouver,Male,Master,112860.0,0,Divorced,Nova,2867.31,Standard,2016,7,1.5003422313483916,28.0,51306.0,51306.0,0.0,0.0,10.0,0.8333333333333334,2.8,1.8257418583505536,0.0,0.0,1.0,13.0,15.0,2.0,0.0,1832.357142857143,0,0,0,17,1,1,1
813739,Canada,Manitoba,Winnipeg,Male,Master,112860.0,0,Divorced,Nova,2867.31,Standard,2018,12,0.0,13.0,20028.0,20028.0,0.0,0.0,6.0,0.5,2.1666666666666665,1.3113721705515067,0.0,0.0,0.0,6.0,7.0,1.0,0.0,1540.6153846153845,0,0,0,18,1,0,1
939683,Canada,Ontario,Toronto,Female,Master,112860.0,0,Divorced,Nova,2867.31,Standard,2012,7,5.500342231348392,19.0,35461.0,35461.0,533.0,96.0,7.0,0.5833333333333334,2.7142857142857144,1.781640374554423,0.015030596993880601,1.0,0.0,5.0,14.0,9.0,533.0,1866.3684210526317,0,0,0,28,1,1,1
188120,Canada,British Columbia,Victoria,Male,Bachelor,61210.0,0,Divorced,Nova,2868.6,Standard,2013,11,4.164271047227926,23.0,27737.0,27737.0,1659.0,299.0,7.0,0.5833333333333334,3.2857142857142856,2.108783937953269,0.059811803727872516,1.0,0.0,9.0,14.0,5.0,-597.0,1205.9565217391305,0,0,0,13,1,1,1
893866,Canada,British Columbia,Victoria,Female,Master,91378.0,0,Divorced,Star,6273.91,2018 Promotion,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,89,1,0,0
897229,Canada,Quebec,Tremblant,Female,Bachelor,47444.0,0,Married,Nova,2869.74,Standard,2017,7,0.5010266940451745,18.0,28890.0,28890.0,0.0,0.0,5.0,0.4166666666666667,3.6,2.0225995873897262,0.0,0.0,0.0,0.0,18.0,18.0,0.0,1605.0,0,0,0,16,1,1,1
889687,Canada,Quebec,Montreal,Male,Bachelor,100822.0,0,Married,Nova,2871.15,Standard,2012,5,5.66735112936345,18.0,28666.0,28666.0,0.0,0.0,7.0,0.5833333333333334,2.5714285714285716,1.6236882817719773,0.0,0.0,2.0,11.0,7.0,-4.0,0.0,1592.5555555555557,0,0,0,22,1,1,1
427976,Canada,Ontario,Toronto,Female,Bachelor,49324.0,0,Married,Nova,2871.44,Standard,2013,5,4.6680355920602326,21.0,31353.0,31353.0,1042.0,187.0,8.0,0.6666666666666666,2.625,1.5447859516333116,0.03323445922240296,1.0,0.0,13.0,8.0,-5.0,-1042.0,1493.0,0,0,0,8,1,1,1
497756,Canada,Alberta,Banff,Female,Bachelor,74164.0,0,Single,Nova,2872.05,Standard,2018,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,1,0,0
916300,Canada,Ontario,Toronto,Male,Bachelor,74164.0,0,Single,Nova,2872.05,Standard,2015,1,2.9979466119096507,17.0,21223.0,21223.0,1107.0,199.0,7.0,0.5833333333333334,2.4285714285714284,1.6213537179739277,0.052160392027517315,1.0,0.0,8.0,9.0,1.0,269.0,1248.4117647058824,0,0,0,13,1,1,1
294027,Canada,Quebec,Hull,Male,Bachelor,90213.0,0,Single,Nova,2872.67,Standard,2013,9,4.331279945242985,18.0,26704.0,26704.0,0.0,0.0,6.0,0.5,3.0,1.9771421064483223,0.0,0.0,0.0,5.0,13.0,8.0,0.0,1483.5555555555557,0,0,0,23,1,1,1
982543,Canada,Ontario,Toronto,Female,Bachelor,58867.0,0,Married,Nova,2872.98,Standard,2018,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,1,0,0
267739,Canada,New Brunswick,Fredericton,Female,Bachelor,64165.0,0,Married,Nova,2874.07,Standard,2016,11,1.163586584531143,21.0,36493.0,36493.0,383.0,69.0,8.0,0.6666666666666666,2.625,1.712255291076124,0.010495163456005261,1.0,0.0,7.0,14.0,7.0,383.0,1737.7619047619048,0,0,0,20,1,1,1
535413,Canada,Quebec,Tremblant,Male,Bachelor,64165.0,0,Married,Nova,2874.07,Standard,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,15,1,0,0
629706,Canada,Saskatchewan,Regina,Male,Bachelor,56392.0,0,Married,Nova,2874.09,Standard,2015,7,2.5023956194387407,19.0,29280.0,29280.0,506.0,91.0,7.0,0.5833333333333334,2.7142857142857144,1.7298624923456323,0.01728142076502732,1.0,0.0,7.0,12.0,5.0,-506.0,1541.0526315789473,0,0,0,19,1,1,1
132552,Canada,Ontario,Toronto,Female,Bachelor,93936.0,0,Married,Nova,2875.43,Standard,2017,11,0.16427104722792607,1.0,2204.0,2204.0,0.0,0.0,1.0,0.08333333333333333,1.0,0.28867513459481287,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2204.0,0,0,0,19,1,1,1
336770,Canada,British Columbia,Vancouver,Male,Bachelor,93936.0,0,Married,Nova,2875.43,Standard,2018,7,0.0,17.0,22108.0,22108.0,0.0,0.0,6.0,0.5,2.8333333333333335,1.8319554050414562,0.0,0.0,1.0,7.0,10.0,3.0,0.0,1300.4705882352941,0,0,0,14,1,0,1
159486,Canada,Ontario,London,Male,College,,1,Single,Nova,2876.78,Standard,2013,11,4.164271047227926,19.0,32654.0,32654.0,0.0,0.0,7.0,0.5833333333333334,2.7142857142857144,1.781640374554423,0.0,0.0,1.0,9.0,10.0,1.0,0.0,1718.6315789473683,1,1,1,0,1,1,1
576345,Canada,Alberta,Edmonton,Male,Bachelor,61302.0,0,Divorced,Nova,2876.82,Standard,2014,12,3.082819986310746,18.0,30531.0,30531.0,0.0,0.0,7.0,0.5833333333333334,2.5714285714285716,1.7320508075688772,0.0,0.0,0.0,11.0,7.0,-4.0,0.0,1696.1666666666667,0,0,0,9,1,1,1
561570,Canada,Ontario,Toronto,Female,Bachelor,55913.0,0,Married,Nova,2877.35,Standard,2012,7,5.500342231348392,18.0,25973.0,25973.0,1187.0,214.0,8.0,0.6666666666666666,2.25,1.4459976109624424,0.045701305201555464,1.0,0.0,2.0,16.0,14.0,101.0,1442.9444444444443,0,0,0,8,1,1,1
710598,Canada,British Columbia,Vancouver,Male,Bachelor,50884.0,0,Single,Star,6293.96,2018 Promotion,2018,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,54,1,0,0
497891,Canada,British Columbia,Vancouver,Female,Bachelor,60350.0,0,Divorced,Nova,2877.81,Standard,2015,9,2.3326488706365502,12.0,21041.0,21041.0,0.0,0.0,4.0,0.3333333333333333,3.0,1.651445647689541,0.0,0.0,0.0,5.0,7.0,2.0,0.0,1753.4166666666667,0,0,0,20,1,1,1
755374,Canada,Manitoba,Winnipeg,Female,Bachelor,89853.0,0,Married,Nova,2878.77,Standard,2015,2,2.9130732375085557,19.0,26256.0,26256.0,324.0,58.0,8.0,0.6666666666666666,2.375,1.4433756729740645,0.012340036563071298,1.0,0.0,13.0,6.0,-7.0,-324.0,1381.8947368421052,0,0,0,20,1,1,1
321762,Canada,Ontario,Ottawa,Male,College,,1,Single,Nova,2878.85,Standard,2013,7,4.501026694045175,13.0,17899.0,17899.0,429.0,77.0,5.0,0.4166666666666667,2.6,1.378954368902449,0.023967819431253142,1.0,4.0,11.0,2.0,-9.0,-429.0,1376.8461538461538,0,0,0,15,1,1,1
612955,Canada,Quebec,Quebec City,Female,Bachelor,62821.0,0,Divorced,Nova,2879.51,Standard,2015,3,2.836413415468857,17.0,29723.0,29723.0,319.0,57.0,5.0,0.4166666666666667,3.4,2.0652243256245835,0.010732429431753187,1.0,4.0,10.0,7.0,-3.0,-319.0,1748.4117647058824,0,0,0,13,1,1,1
260464,Canada,Newfoundland,St. John's,Male,Bachelor,61561.0,0,Married,Nova,2879.63,Standard,2013,10,4.249144421629021,21.0,30450.0,30450.0,1147.0,207.0,10.0,0.8333333333333334,2.1,1.3568010505999362,0.03766830870279146,1.0,0.0,10.0,11.0,1.0,207.0,1450.0,0,0,0,21,1,1,1
963595,Canada,Quebec,Quebec City,Female,Bachelor,61561.0,0,Married,Nova,2879.63,Standard,2017,4,0.7501711156741958,11.0,15118.0,15118.0,0.0,0.0,5.0,0.4166666666666667,2.2,1.378954368902449,0.0,0.0,1.0,1.0,10.0,9.0,0.0,1374.3636363636363,0,0,0,16,1,1,1
193150,Canada,Ontario,Toronto,Male,Bachelor,91592.0,0,Married,Nova,2880.35,Standard,2016,7,1.5003422313483916,19.0,32588.0,32588.0,604.0,109.0,6.0,0.5,3.1666666666666665,2.151461800448216,0.018534429851479073,1.0,2.0,10.0,9.0,-1.0,-604.0,1715.157894736842,0,0,0,24,1,1,1
369416,Canada,British Columbia,Vancouver,Male,Bachelor,91592.0,0,Married,Nova,2880.35,Standard,2017,7,0.5010266940451745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,12,1,1,0
888506,Canada,Ontario,Ottawa,Male,Bachelor,59523.0,0,Single,Nova,2883.17,Standard,2013,8,4.41615331964408,19.0,32247.0,32247.0,361.0,65.0,7.0,0.5833333333333334,2.7142857142857144,1.8809249819912512,0.011194839830061712,1.0,0.0,7.0,12.0,5.0,361.0,1697.2105263157894,0,0,0,18,1,1,1
410790,Canada,Ontario,Ottawa,Female,Bachelor,78327.0,0,Married,Nova,2884.64,Standard,2014,11,3.164955509924709,18.0,26090.0,26090.0,1344.0,242.0,8.0,0.6666666666666666,2.25,1.4459976109624424,0.05151399003449598,1.0,1.0,7.0,11.0,4.0,108.0,1449.4444444444443,0,0,0,24,1,1,1
865401,Canada,Quebec,Montreal,Female,Bachelor,88799.0,0,Married,Nova,2885.0,Standard,2012,11,5.163586584531143,21.0,25385.0,25385.0,544.0,98.0,6.0,0.5,3.5,2.179449471770337,0.02142997833366161,1.0,0.0,16.0,5.0,-11.0,544.0,1208.8095238095239,0,0,0,27,1,1,1
894099,Canada,British Columbia,West Vancouver,Female,Bachelor,88799.0,0,Married,Nova,2885.0,Standard,2017,11,0.16427104722792607,3.0,5964.0,5964.0,0.0,0.0,1.0,0.08333333333333333,3.0,0.8660254037844386,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1988.0,0,0,0,18,1,1,1
797158,Canada,Ontario,Kingston,Male,Bachelor,77699.0,0,Married,Nova,2885.33,Standard,2013,12,4.082135523613963,22.0,28724.0,28724.0,1537.0,277.0,6.0,0.5,3.6666666666666665,2.2087978356535665,0.0535092605486701,1.0,2.0,13.0,9.0,-4.0,529.0,1305.6363636363637,0,0,0,16,1,1,1
918272,Canada,Nova Scotia,Halifax,Male,Bachelor,99756.0,0,Married,Nova,2885.41,Standard,2015,1,2.9979466119096507,23.0,34467.0,34467.0,483.0,87.0,8.0,0.6666666666666666,2.875,1.8809249819912512,0.014013404125685438,1.0,0.0,9.0,14.0,5.0,-483.0,1498.5652173913043,0,0,0,17,1,1,1
195994,Canada,British Columbia,Victoria,Male,Bachelor,64373.0,0,Married,Star,6366.23,2018 Promotion,2018,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,93,1,0,0
