Loyalty Number,Country,Province,City,Gender,Education,Salary,salary_missing,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,tenure_years,total_flights,total_distance,total_points_accumulated,total_points_redeemed,total_dollar_redeemed,active_months,pct_months_active,avg_flights_per_active_month,flight_volatility,redemption_rate,has_redeemed,recency_months,h1_flights,h2_flights,momentum,redemption_momentum,distance_per_flight,hard_churn,behavioral_churn,blended_churn,total_flights_outcome,in_cohort,in_training_cohort,was_active_2017,churn_risk_score,segment,segment_name,clv_tier,risk_tier,value_quadrant,action_group,recommended_action,timing,success_metric
115322,Canada,Ontario,Toronto,Female,Doctor,221857.0,0,Married,Aurora,8257.67,Standard,2013,11,4.164271047227926,26.0,44610.0,44610.0,0.0,0.0,9.0,0.75,2.888888888888889,1.80067327475704,0.0,0.0,0.0,18.0,8.0,-10.0,0.0,1715.7692307692307,0,0,0,22,1,1,1,0.024307424024594,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
725129,Canada,British Columbia,Vancouver,Male,Doctor,221857.0,0,Married,Aurora,8257.67,Standard,2014,8,3.4168377823408624,16.0,22259.0,22259.0,0.0,0.0,6.0,0.5,2.6666666666666665,1.6143297699232977,0.0,0.0,1.0,10.0,6.0,-4.0,0.0,1391.1875,0,0,0,18,1,1,1,0.0224000632566423,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
849549,Canada,Ontario,Toronto,Male,Bachelor,56289.0,0,Married,Aurora,8260.64,Standard,2015,10,2.250513347022588,15.0,23309.0,23309.0,0.0,0.0,6.0,0.5,2.5,1.712255291076124,0.0,0.0,0.0,5.0,10.0,5.0,0.0,1553.9333333333334,0,0,0,23,1,1,1,0.0220237728622256,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
680878,Canada,Ontario,Sudbury,Female,College,,1,Single,Aurora,8262.63,Standard,2018,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,1,0,0,0.2046353107635755,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
303246,Canada,Ontario,Toronto,Female,College,,1,Married,Aurora,8262.88,Standard,2015,7,2.5023956194387407,19.0,23315.0,23315.0,459.0,83.0,7.0,0.5833333333333334,2.7142857142857144,1.6764862244009229,0.019686896847523,1.0,0.0,9.0,10.0,1.0,-459.0,1227.1052631578948,0,0,0,29,1,1,1,0.0265866742173211,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
523979,Canada,Ontario,Toronto,Male,Bachelor,58894.0,0,Married,Aurora,8267.12,Standard,2018,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,1,0,0,0.2119170699832374,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
898514,Canada,Alberta,Peace River,Female,High School or Below,60681.0,0,Married,Aurora,8269.08,Standard,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14,1,0,0,0.1501082673180309,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
487228,Canada,Ontario,Kingston,Male,College,,1,Divorced,Aurora,8273.11,Standard,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,1,0,0,0.2007247314160019,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
857619,Canada,Manitoba,Winnipeg,Female,Bachelor,82406.0,0,Single,Aurora,8274.15,Standard,2016,8,1.4154688569472964,18.0,28148.0,28148.0,0.0,0.0,5.0,0.4166666666666667,3.6,2.1105794120443453,0.0,0.0,2.0,9.0,9.0,0.0,0.0,1563.7777777777778,0,0,0,16,1,1,1,0.0325163695697985,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
393130,Canada,Ontario,Toronto,Male,Bachelor,65023.0,0,Married,Aurora,8277.75,Standard,2018,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,1,0,0,0.2119170699832374,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
238434,Canada,British Columbia,West Vancouver,Male,Bachelor,90177.0,0,Divorced,Aurora,8292.63,Standard,2014,8,3.4168377823408624,19.0,30257.0,30257.0,1149.0,207.0,9.0,0.75,2.111111111111111,1.164500152881315,0.0379746835443038,1.0,1.0,10.0,9.0,-1.0,1149.0,1592.4736842105262,0,0,0,18,1,1,1,0.0167328127637486,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
276100,Canada,Quebec,Montreal,Male,Bachelor,90177.0,0,Divorced,Aurora,8292.63,Standard,2014,10,3.249828884325804,25.0,29744.0,29744.0,1191.0,215.0,8.0,0.6666666666666666,3.125,1.880924981991251,0.0400416890801506,1.0,0.0,14.0,11.0,-3.0,1191.0,1189.76,0,0,0,16,1,1,1,0.0227970666174881,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
733181,Canada,Ontario,Toronto,Female,Bachelor,83318.0,0,Divorced,Aurora,8293.48,Standard,2016,6,1.5824777549623543,22.0,35485.0,35485.0,893.0,161.0,6.0,0.5,3.6666666666666665,2.167249338901664,0.0251655629139072,1.0,0.0,15.0,7.0,-8.0,-893.0,1612.9545454545455,0,0,0,22,1,1,1,0.0239462971178475,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
971318,Canada,British Columbia,Vancouver,Female,Bachelor,97643.0,0,Single,Aurora,8306.55,Standard,2012,12,5.08145106091718,26.0,25344.0,25344.0,459.0,83.0,8.0,0.6666666666666666,3.25,1.9462473604038075,0.0181107954545454,1.0,0.0,10.0,16.0,6.0,459.0,974.7692307692308,0,0,0,18,1,1,1,0.0190891616253332,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
350271,Canada,Alberta,Peace River,Male,College,,1,Married,Aurora,8311.14,Standard,2017,11,0.164271047227926,4.0,7600.0,7600.0,560.0,101.0,1.0,0.0833333333333333,4.0,1.1547005383792517,0.0736842105263157,1.0,0.0,0.0,4.0,4.0,560.0,1900.0,0,0,0,22,1,1,1,0.1229825101435653,2,New / Onboarding,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
838993,Canada,Manitoba,Winnipeg,Male,Bachelor,64720.0,0,Single,Aurora,8311.85,Standard,2017,10,0.2491444216290212,5.0,6768.0,6768.0,0.0,0.0,2.0,0.1666666666666666,2.5,0.996204919895622,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1353.6,1,0,1,11,1,1,1,0.1510221897996481,2,New / Onboarding,High CLV,Elevated Risk,At-Risk High Value,High-value win-back,Personalized win-back offer (bonus miles tied to past travel pattern) + proactive outreach,Triggered at next quarterly refresh,Re-activation rate within 60 days vs. control
232450,Canada,Alberta,Edmonton,Female,Master,106669.0,0,Divorced,Aurora,8312.68,Standard,2013,4,4.750171115674196,21.0,31713.0,31713.0,1609.0,289.0,7.0,0.5833333333333334,3.0,2.179449471770337,0.0507362911109008,1.0,1.0,13.0,8.0,-5.0,-171.0,1510.142857142857,0,0,0,8,1,1,1,0.0230185222512771,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
874780,Canada,Ontario,Toronto,Male,Master,106669.0,0,Divorced,Aurora,8312.68,Standard,2015,3,2.836413415468857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,35,1,1,0,0.5117959606750534,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,High-value win-back,Personalized win-back offer (bonus miles tied to past travel pattern) + proactive outreach,Triggered at next quarterly refresh,Re-activation rate within 60 days vs. control
704559,Canada,British Columbia,West Vancouver,Female,Bachelor,79007.0,0,Married,Aurora,8317.3,Standard,2012,4,5.749486652977413,20.0,39082.0,39082.0,0.0,0.0,8.0,0.6666666666666666,2.5,1.6143297699232972,0.0,0.0,1.0,13.0,7.0,-6.0,0.0,1954.1,0,0,0,14,1,1,1,0.0103641707795703,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
885474,Canada,Ontario,Toronto,Female,Bachelor,68299.0,0,Married,Aurora,8319.12,Standard,2014,12,3.082819986310746,20.0,23495.0,23495.0,0.0,0.0,8.0,0.6666666666666666,2.5,1.874873733122184,0.0,0.0,0.0,4.0,16.0,12.0,0.0,1174.75,0,0,0,17,1,1,1,0.0330943102524988,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
804890,Canada,Ontario,Ottawa,Male,Bachelor,76812.0,0,Divorced,Aurora,8319.53,Standard,2018,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,1,0,0,0.2007247314160019,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
752140,Canada,Alberta,Peace River,Male,Bachelor,103066.0,0,Divorced,Aurora,8323.07,Standard,2013,9,4.331279945242985,18.0,24695.0,24695.0,473.0,85.0,8.0,0.6666666666666666,2.25,1.5075567228888185,0.0191536748329621,1.0,0.0,11.0,7.0,-4.0,-473.0,1371.9444444444443,0,0,0,13,1,1,1,0.0257256707730196,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
514652,Canada,British Columbia,Dawson Creek,Male,Bachelor,70418.0,0,Married,Nova,5206.12,2018 Promotion,2018,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,39,1,0,0,0.1640575916236669,2,New / Onboarding,Low/Mid CLV,Elevated Risk,Win-Back Priority,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
522572,Canada,Quebec,Hull,Female,College,,1,Single,Aurora,8331.65,Standard,2013,7,4.501026694045175,18.0,37656.0,37656.0,911.0,164.0,6.0,0.5,3.0,2.0225995873897262,0.0241926917357127,1.0,1.0,5.0,13.0,8.0,-141.0,2092.0,0,0,0,12,1,1,1,0.0232350210206007,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
963502,Canada,British Columbia,Vancouver,Female,College,,1,Single,Aurora,8331.65,Standard,2016,10,1.2484599589322385,21.0,27419.0,27419.0,1684.0,303.0,7.0,0.5833333333333334,3.0,2.0943647333651407,0.0614172653999051,1.0,4.0,17.0,4.0,-13.0,-814.0,1305.6666666666667,0,0,0,16,1,1,1,0.0301706929137152,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
429238,Canada,Alberta,Edmonton,Male,College,,1,Married,Aurora,8332.73,Standard,2014,5,3.668720054757016,25.0,48356.0,48356.0,1959.0,353.0,10.0,0.8333333333333334,2.5,1.6764862244009229,0.0405120357349656,1.0,0.0,16.0,9.0,-7.0,-755.0,1934.24,0,0,0,24,1,1,1,0.0220614979301221,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
647133,Canada,Quebec,Tremblant,Female,College,,1,Single,Aurora,8336.08,Standard,2017,4,0.7501711156741958,13.0,15279.0,15279.0,1231.0,222.0,5.0,0.4166666666666667,2.6,1.5050420310248864,0.0805681000065449,1.0,0.0,1.0,12.0,11.0,1231.0,1175.3076923076924,0,0,0,13,1,1,1,0.0276714979972163,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
165759,Canada,Quebec,Hull,Male,Bachelor,54111.0,0,Divorced,Aurora,8341.93,Standard,2016,6,1.5824777549623543,24.0,28518.0,28518.0,0.0,0.0,6.0,0.5,4.0,2.2962419891481978,0.0,0.0,0.0,11.0,13.0,2.0,0.0,1188.25,0,0,0,18,1,1,1,0.0299068496442814,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
393309,Canada,Ontario,Kingston,Female,Bachelor,78266.0,0,Single,Aurora,8343.41,Standard,2014,11,3.164955509924709,22.0,36629.0,36629.0,424.0,76.0,9.0,0.75,2.4444444444444446,1.7494587907710375,0.0115755275874307,1.0,0.0,8.0,14.0,6.0,424.0,1664.9545454545455,0,0,0,14,1,1,1,0.0240787748881095,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
969800,Canada,Yukon,Whitehorse,Female,Bachelor,78266.0,0,Single,Aurora,8343.41,Standard,2018,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0.1564738197631517,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
311907,Canada,Nova Scotia,Halifax,Female,Bachelor,78832.0,0,Single,Aurora,8343.75,Standard,2014,4,3.7508555783709774,17.0,26578.0,26578.0,453.0,82.0,6.0,0.5,2.833333333333333,1.5642792899510294,0.0170441718714726,1.0,0.0,9.0,8.0,-1.0,-453.0,1563.4117647058824,0,0,0,29,1,1,1,0.0221422190510875,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
437074,Canada,Saskatchewan,Regina,Female,Bachelor,78832.0,0,Single,Aurora,8343.75,Standard,2012,10,5.248459958932238,14.0,21599.0,21599.0,0.0,0.0,7.0,0.5833333333333334,2.0,1.2673044646258471,0.0,0.0,1.0,11.0,3.0,-8.0,0.0,1542.7857142857142,0,0,0,17,1,1,1,0.0102230485699348,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
200065,Canada,Ontario,Toronto,Male,Bachelor,67220.0,0,Single,Aurora,8346.98,Standard,2014,9,3.3319644079397674,25.0,27657.0,27657.0,513.0,92.0,8.0,0.6666666666666666,3.125,1.831955405041456,0.0185486495281483,1.0,1.0,13.0,12.0,-1.0,-513.0,1106.28,0,0,0,29,1,1,1,0.0313242566135692,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
910391,Canada,Alberta,Calgary,Female,Bachelor,67220.0,0,Single,Aurora,8346.98,Standard,2013,1,4.996577686516085,19.0,32239.0,32239.0,0.0,0.0,9.0,0.75,2.111111111111111,1.0836246694508316,0.0,0.0,0.0,11.0,8.0,-3.0,0.0,1696.7894736842106,0,0,0,24,1,1,1,0.0102044213500255,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
548565,Canada,Quebec,Quebec City,Male,Bachelor,65149.0,0,Divorced,Aurora,8349.52,Standard,2015,11,2.1656399726214923,10.0,12460.0,12460.0,848.0,153.0,4.0,0.3333333333333333,2.5,1.5275252316519463,0.0680577849117174,1.0,0.0,4.0,6.0,2.0,848.0,1246.0,0,0,0,22,1,1,1,0.0175631261735576,2,New / Onboarding,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
795283,Canada,Nova Scotia,Halifax,Female,Bachelor,65149.0,0,Divorced,Aurora,8349.52,Standard,2017,4,0.7501711156741958,24.0,34727.0,34727.0,474.0,85.0,8.0,0.6666666666666666,3.0,1.9069251784911847,0.0136493218533129,1.0,0.0,8.0,16.0,8.0,474.0,1446.9583333333333,0,0,0,18,1,1,1,0.0372255086021248,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
137968,Canada,Ontario,Toronto,Male,Bachelor,79106.0,0,Married,Aurora,8355.77,Standard,2018,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,23,1,0,0,0.2119170699832374,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
836550,Canada,Newfoundland,St. John's,Female,Bachelor,49224.0,0,Married,Aurora,8355.96,Standard,2017,6,0.5831622176591376,10.0,18877.0,18877.0,367.0,66.0,4.0,0.3333333333333333,2.5,1.5275252316519468,0.0194416485670392,1.0,0.0,0.0,10.0,10.0,367.0,1887.7,0,0,0,25,1,1,1,0.1124426696477861,2,New / Onboarding,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
840515,Canada,Quebec,Quebec City,Female,Bachelor,49224.0,0,Married,Aurora,8355.96,Standard,2012,9,5.330595482546201,18.0,29171.0,29171.0,425.0,77.0,6.0,0.5,3.0,1.834021909257456,0.0145692639950635,1.0,0.0,10.0,8.0,-2.0,-425.0,1620.611111111111,0,0,0,12,1,1,1,0.0122826847078046,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
649802,Canada,British Columbia,Whistler,Female,College,,1,Married,Aurora,8356.18,Standard,2016,12,1.08145106091718,8.0,10629.0,10629.0,537.0,97.0,4.0,0.3333333333333333,2.0,1.2309149097933274,0.0505221563646627,1.0,1.0,1.0,7.0,6.0,537.0,1328.625,0,0,0,18,1,1,1,0.0257312546059828,2,New / Onboarding,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
435156,Canada,British Columbia,Victoria,Female,Doctor,262729.0,0,Divorced,Aurora,8365.96,Standard,2013,6,4.583162217659138,19.0,36290.0,36290.0,1535.0,275.0,6.0,0.5,3.1666666666666665,2.1933093855190746,0.0422981537613667,1.0,0.0,5.0,14.0,9.0,531.0,1910.0,0,0,0,19,1,1,1,0.0205588080939618,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
663270,Canada,Ontario,Trenton,Male,Bachelor,56354.0,0,Married,Aurora,8370.57,Standard,2013,6,4.583162217659138,17.0,25273.0,25273.0,0.0,0.0,6.0,0.5,2.833333333333333,2.02072594216369,0.0,0.0,1.0,11.0,6.0,-5.0,0.0,1486.6470588235295,0,0,0,13,1,1,1,0.0238488375049926,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
314705,Canada,British Columbia,Vancouver,Male,Bachelor,50723.0,0,Married,Nova,5319.84,2018 Promotion,2018,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,36,1,0,0,0.1640575916236669,2,New / Onboarding,Low/Mid CLV,Elevated Risk,Win-Back Priority,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
355126,Canada,British Columbia,Victoria,Male,Bachelor,61904.0,0,Married,Aurora,8378.36,Standard,2016,3,1.834360027378508,21.0,43553.0,43553.0,0.0,0.0,6.0,0.5,3.5,2.137330535547045,0.0,0.0,1.0,5.0,16.0,11.0,0.0,2073.9523809523807,0,0,0,20,1,1,1,0.0291439264403947,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
258184,Canada,Ontario,Ottawa,Male,Bachelor,50930.0,0,Married,Aurora,8382.48,Standard,2014,6,3.583846680355921,17.0,27718.0,27718.0,554.0,100.0,8.0,0.6666666666666666,2.125,1.2401124093721454,0.0199870120499314,1.0,0.0,12.0,5.0,-7.0,554.0,1630.470588235294,0,0,0,26,1,1,1,0.0196844847637443,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
279693,Canada,British Columbia,Dawson Creek,Female,Bachelor,50930.0,0,Married,Aurora,8382.48,Standard,2014,11,3.164955509924709,19.0,33171.0,33171.0,398.0,72.0,7.0,0.5833333333333334,2.7142857142857144,1.8809249819912512,0.0119984323656205,1.0,1.0,9.0,10.0,1.0,-398.0,1745.842105263158,0,0,0,11,1,1,1,0.0244229325030435,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
928942,Canada,British Columbia,Vancouver,Female,Bachelor,48201.0,0,Married,Nova,5326.5,2018 Promotion,2018,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,11,1,0,0,0.154501573375806,2,New / Onboarding,Low/Mid CLV,Elevated Risk,Win-Back Priority,New / Onboarding journey,Welcome series + first-flight bonus + 30/90-day check-ins,Always-on (from enrollment),% completing 1 flight + 1 redemption in 6 months
390980,Canada,Quebec,Montreal,Female,Bachelor,50930.0,0,Married,Aurora,8382.48,Standard,2014,9,3.3319644079397674,24.0,38371.0,38371.0,1439.0,259.0,7.0,0.5833333333333334,3.4285714285714284,2.088931871468374,0.0375022803679862,1.0,1.0,10.0,14.0,4.0,1439.0,1598.7916666666667,1,0,1,5,1,1,1,0.02932871142893,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
669065,Canada,British Columbia,Dawson Creek,Female,Master,101038.0,0,Married,Aurora,8382.63,Standard,2014,1,3.997262149212868,26.0,38791.0,38791.0,356.0,64.0,8.0,0.6666666666666666,3.25,1.7494587907710375,0.0091773865071795,1.0,0.0,14.0,12.0,-2.0,356.0,1491.9615384615386,0,0,0,16,1,1,1,0.0268510162891304,3,Cooling Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
267566,Canada,British Columbia,Vancouver,Female,College,,1,Single,Aurora,8385.25,Standard,2013,5,4.6680355920602326,28.0,40763.0,40763.0,367.0,66.0,9.0,0.75,3.111111111111111,2.015094553763188,0.0090032627627995,1.0,0.0,11.0,17.0,6.0,-367.0,1455.821428571429,0,0,0,20,1,1,1,0.0256824915836247,4,Growing Loyalists,High CLV,Lower Risk,Protected Core,Nurture toward VIP,Tier-progress nudges + partner offers + redemption prompts,Always-on (milestone-triggered),Tier-upgrade rate within 12 months
711319,Canada,Quebec,Quebec City,Male,Bachelor,95659.0,0,Married,Aurora,8388.72,Standard,2012,10,5.248459958932238,2.0,3458.0,3458.0,0.0,0.0,1.0,0.0833333333333333,2.0,0.5773502691896257,0.0,0.0,9.0,2.0,0.0,-2.0,0.0,1729.0,0,1,1,0,1,1,1,0.9129080737136684,1,Dormant / Lapsed,High CLV,Elevated Risk,At-Risk High Value,High-value win-back,Personalized win-back offer (bonus miles tied to past travel pattern) + proactive outreach,Triggered at next quarterly refresh,Re-activation rate within 60 days vs. control
683239,Canada,Yukon,Whitehorse,Male,College,,1,Single,Aurora,8390.12,Standard,2017,7,0.5010266940451745,8.0,15222.0,15222.0,0.0,0.0,4.0,0.3333333333333333,2.0,1.1547005383792517,0.0,0.0,0.0,0.0,8.0,8.0,0.0,1902.75,1,0,1,1,1,1,1,0.2305784325132813,2,New / Onboarding,High CLV,Elevated Risk,At-Risk High Value,High-value win-back,Personalized win-back offer (bonus miles tied to past travel pattern) + proactive outreach,Triggered at next quarterly refresh,Re-activation rate within 60 days vs. control
