Loyalty Number,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,period
114927,2017,6,0,0,0.0,0,0,2017-06-01
114927,2017,7,6,6804,6804.0,862,155,2017-07-01
114927,2017,8,0,0,0.0,0,0,2017-08-01
114927,2017,9,2,2574,2574.0,370,67,2017-09-01
114927,2017,10,3,1815,1815.0,0,0,2017-10-01
114927,2017,11,0,0,0.0,0,0,2017-11-01
114927,2017,12,3,2190,2190.0,0,0,2017-12-01
114927,2018,1,2,3124,3124.0,0,0,2018-01-01
114927,2018,2,0,0,0.0,0,0,2018-02-01
114927,2018,3,0,0,0.0,0,0,2018-03-01
114927,2018,4,0,0,0.0,0,0,2018-04-01
114927,2018,5,5,8840,8840.0,0,0,2018-05-01
114927,2018,6,1,2242,2242.0,0,0,2018-06-01
114927,2018,7,4,8352,8352.0,0,0,2018-07-01
114927,2018,8,0,0,0.0,0,0,2018-08-01
114927,2018,9,0,0,0.0,0,0,2018-09-01
114927,2018,10,0,0,0.0,0,0,2018-10-01
114927,2018,11,1,1541,1541.0,0,0,2018-11-01
114927,2018,12,1,1048,1048.0,0,0,2018-12-01
114983,2017,1,0,0,0.0,0,0,2017-01-01
114983,2017,2,0,0,0.0,0,0,2017-02-01
114983,2017,3,0,0,0.0,0,0,2017-03-01
114983,2017,4,0,0,0.0,0,0,2017-04-01
114983,2017,5,5,9315,9315.0,0,0,2017-05-01
114983,2017,6,5,8720,8720.0,0,0,2017-06-01
114983,2017,7,0,0,0.0,0,0,2017-07-01
114983,2017,8,0,0,0.0,0,0,2017-08-01
114983,2017,9,3,5559,5559.0,0,0,2017-09-01
114983,2017,10,0,0,0.0,0,0,2017-10-01
114983,2017,11,1,2013,2013.0,0,0,2017-11-01
114983,2017,12,0,0,0.0,0,0,2017-12-01
114983,2018,1,0,0,0.0,0,0,2018-01-01
114983,2018,2,2,1048,1048.0,0,0,2018-02-01
114983,2018,3,0,0,0.0,0,0,2018-03-01
114983,2018,4,0,0,0.0,0,0,2018-04-01
114983,2018,5,2,4824,4824.0,0,0,2018-05-01
114983,2018,6,5,7880,7880.0,0,0,2018-06-01
114983,2018,7,1,1556,1556.0,0,0,2018-07-01
114983,2018,8,0,0,0.0,0,0,2018-08-01
114983,2018,9,1,1952,1952.0,0,0,2018-09-01
114983,2018,10,0,0,0.0,0,0,2018-10-01
114983,2018,11,0,0,0.0,0,0,2018-11-01
114983,2018,12,2,1166,1166.0,0,0,2018-12-01
115198,2017,1,0,0,0.0,0,0,2017-01-01
115198,2017,2,0,0,0.0,0,0,2017-02-01
115198,2017,3,0,0,0.0,0,0,2017-03-01
115198,2017,4,0,0,0.0,0,0,2017-04-01
115198,2017,5,0,0,0.0,0,0,2017-05-01
115198,2017,6,0,0,0.0,0,0,2017-06-01
115198,2017,7,0,0,0.0,0,0,2017-07-01
115198,2017,8,0,0,0.0,0,0,2017-08-01
115198,2017,9,0,0,0.0,0,0,2017-09-01
115198,2017,10,0,0,0.0,0,0,2017-10-01
115198,2017,11,0,0,0.0,0,0,2017-11-01
115198,2017,12,0,0,0.0,0,0,2017-12-01
115198,2018,1,0,0,0.0,0,0,2018-01-01
115198,2018,2,0,0,0.0,0,0,2018-02-01
115198,2018,3,0,0,0.0,0,0,2018-03-01
115198,2018,4,0,0,0.0,0,0,2018-04-01
115198,2018,5,0,0,0.0,0,0,2018-05-01
115198,2018,6,0,0,0.0,0,0,2018-06-01
115198,2018,7,0,0,0.0,0,0,2018-07-01
115198,2018,8,0,0,0.0,0,0,2018-08-01
115198,2018,9,0,0,0.0,0,0,2018-09-01
115198,2018,10,0,0,0.0,0,0,2018-10-01
115198,2018,11,0,0,0.0,0,0,2018-11-01
115198,2018,12,0,0,0.0,0,0,2018-12-01
115322,2017,1,0,0,0.0,0,0,2017-01-01
115322,2017,2,3,2994,2994.0,0,0,2017-02-01
115322,2017,3,4,4908,4908.0,0,0,2017-03-01
115322,2017,4,2,3424,3424.0,0,0,2017-04-01
115322,2017,5,4,7520,7520.0,0,0,2017-05-01
115322,2017,6,5,12095,12095.0,0,0,2017-06-01
115322,2017,7,0,0,0.0,0,0,2017-07-01
115322,2017,8,1,1163,1163.0,0,0,2017-08-01
115322,2017,9,4,6348,6348.0,0,0,2017-09-01
115322,2017,10,0,0,0.0,0,0,2017-10-01
115322,2017,11,2,3668,3668.0,0,0,2017-11-01
115322,2017,12,1,2490,2490.0,0,0,2017-12-01
115322,2018,1,1,2320,2320.0,0,0,2018-01-01
115322,2018,2,2,4388,4388.0,503,91,2018-02-01
115322,2018,3,3,6840,6840.0,0,0,2018-03-01
115322,2018,4,0,0,0.0,0,0,2018-04-01
115322,2018,5,3,5145,5145.0,0,0,2018-05-01
115322,2018,6,6,3678,3678.0,0,0,2018-06-01
115322,2018,7,2,3048,3048.0,817,147,2018-07-01
115322,2018,8,0,0,0.0,0,0,2018-08-01
115322,2018,9,2,1972,1972.0,0,0,2018-09-01
115322,2018,10,0,0,0.0,0,0,2018-10-01
115322,2018,11,0,0,0.0,0,0,2018-11-01
115322,2018,12,3,4272,4272.0,0,0,2018-12-01
115354,2017,1,3,2583,2583.0,510,92,2017-01-01
115354,2017,2,0,0,0.0,0,0,2017-02-01
115354,2017,3,0,0,0.0,0,0,2017-03-01
115354,2017,4,0,0,0.0,0,0,2017-04-01
115354,2017,5,0,0,0.0,0,0,2017-05-01
115354,2017,6,6,5856,5856.0,0,0,2017-06-01
115354,2017,7,3,4617,4617.0,0,0,2017-07-01
115354,2017,8,4,9088,9088.0,0,0,2017-08-01
115354,2017,9,0,0,0.0,0,0,2017-09-01
115354,2017,10,2,2802,2802.0,397,71,2017-10-01
115354,2017,11,1,2090,2090.0,0,0,2017-11-01
115354,2017,12,5,2585,2585.0,0,0,2017-12-01
115354,2018,1,3,5535,5535.0,0,0,2018-01-01
115354,2018,2,0,0,0.0,0,0,2018-02-01
115354,2018,3,4,5636,5636.0,0,0,2018-03-01
115354,2018,4,2,1062,1062.0,0,0,2018-04-01
115354,2018,5,4,7576,7576.0,639,115,2018-05-01
115354,2018,6,0,0,0.0,0,0,2018-06-01
115354,2018,7,4,7664,7664.0,0,0,2018-07-01
115354,2018,8,3,7074,7074.0,0,0,2018-08-01
115354,2018,9,0,0,0.0,0,0,2018-09-01
115354,2018,10,2,4482,4482.0,0,0,2018-10-01
115354,2018,11,1,2366,2366.0,0,0,2018-11-01
115354,2018,12,5,8210,8210.0,0,0,2018-12-01
115405,2017,1,1,1986,1986.0,0,0,2017-01-01
115405,2017,2,2,2546,2546.0,0,0,2017-02-01
115405,2017,3,3,7236,7236.0,643,116,2017-03-01
115405,2017,4,3,6072,6072.0,0,0,2017-04-01
115405,2017,5,0,0,0.0,0,0,2017-05-01
115405,2017,6,0,0,0.0,0,0,2017-06-01
115405,2017,7,5,6535,6535.0,0,0,2017-07-01
115405,2017,8,2,4830,4830.0,0,0,2017-08-01
115405,2017,9,3,7335,7335.0,0,0,2017-09-01
115405,2017,10,0,0,0.0,0,0,2017-10-01
115405,2017,11,0,0,0.0,0,0,2017-11-01
115405,2017,12,3,4836,4836.0,418,75,2017-12-01
115405,2018,1,0,0,0.0,0,0,2018-01-01
115405,2018,2,1,1148,1148.0,0,0,2018-02-01
115405,2018,3,4,8680,8680.0,0,0,2018-03-01
115405,2018,4,0,0,0.0,0,0,2018-04-01
115405,2018,5,2,1606,1606.0,575,104,2018-05-01
115405,2018,6,0,0,0.0,0,0,2018-06-01
115405,2018,7,2,4986,4986.0,0,0,2018-07-01
115405,2018,8,0,0,0.0,0,0,2018-08-01
115405,2018,9,4,9608,9608.0,0,0,2018-09-01
115405,2018,10,0,0,0.0,0,0,2018-10-01
115405,2018,11,0,0,0.0,0,0,2018-11-01
115405,2018,12,0,0,0.0,0,0,2018-12-01
115427,2017,1,2,1410,1410.0,0,0,2017-01-01
115427,2017,2,0,0,0.0,0,0,2017-02-01
115427,2017,3,2,1464,1464.0,363,65,2017-03-01
115427,2017,4,4,9680,9680.0,0,0,2017-04-01
115427,2017,5,3,4584,4584.0,0,0,2017-05-01
115427,2017,6,2,3828,3828.0,0,0,2017-06-01
115427,2017,7,3,2742,2742.0,0,0,2017-07-01
115427,2017,8,0,0,0.0,0,0,2017-08-01
115427,2017,9,3,3174,3174.0,0,0,2017-09-01
115427,2017,10,2,1108,1108.0,0,0,2017-10-01
115427,2017,11,3,1533,1533.0,0,0,2017-11-01
115427,2017,12,4,9560,9560.0,0,0,2017-12-01
115427,2018,1,2,4274,4274.0,314,57,2018-01-01
115427,2018,2,1,846,846.0,0,0,2018-02-01
115427,2018,3,3,6678,6678.0,0,0,2018-03-01
115427,2018,4,1,1579,1579.0,351,63,2018-04-01
115427,2018,5,3,2916,2916.0,0,0,2018-05-01
115427,2018,6,6,3294,3294.0,0,0,2018-06-01
115427,2018,7,0,0,0.0,0,0,2018-07-01
115427,2018,8,0,0,0.0,0,0,2018-08-01
115427,2018,9,1,2033,2033.0,0,0,2018-09-01
115427,2018,10,0,0,0.0,0,0,2018-10-01
115427,2018,11,1,1020,1020.0,0,0,2018-11-01
115427,2018,12,0,0,0.0,0,0,2018-12-01
115505,2018,2,0,0,0.0,0,0,2018-02-01
115505,2018,3,0,0,0.0,0,0,2018-03-01
115505,2018,4,0,0,0.0,0,0,2018-04-01
115505,2018,5,0,0,0.0,0,0,2018-05-01
115505,2018,6,20,49320,73980.0,0,0,2018-06-01
115505,2018,7,0,0,0.0,0,0,2018-07-01
115505,2018,8,0,0,0.0,0,0,2018-08-01
115505,2018,9,0,0,0.0,0,0,2018-09-01
115505,2018,10,2,2290,3435.0,0,0,2018-10-01
115505,2018,11,4,7824,11736.0,0,0,2018-11-01
115505,2018,12,0,0,0.0,0,0,2018-12-01
115529,2017,1,1,1090,1090.0,0,0,2017-01-01
115529,2017,2,0,0,0.0,0,0,2017-02-01
115529,2017,3,5,8830,8830.0,0,0,2017-03-01
115529,2017,4,2,1726,1726.0,0,0,2017-04-01
115529,2017,5,3,4899,4899.0,0,0,2017-05-01
115529,2017,6,0,0,0.0,0,0,2017-06-01
115529,2017,7,3,5553,5553.0,0,0,2017-07-01
115529,2017,8,3,3927,3927.0,0,0,2017-08-01
115529,2017,9,0,0,0.0,0,0,2017-09-01
115529,2017,10,0,0,0.0,0,0,2017-10-01
115529,2017,11,0,0,0.0,0,0,2017-11-01
115529,2017,12,5,5070,5070.0,0,0,2017-12-01
115529,2018,1,0,0,0.0,401,72,2018-01-01
115529,2018,2,1,1564,1564.0,0,0,2018-02-01
115529,2018,3,0,0,0.0,0,0,2018-03-01
115529,2018,4,0,0,0.0,0,0,2018-04-01
115529,2018,5,0,0,0.0,0,0,2018-05-01
115529,2018,6,4,4024,4024.0,0,0,2018-06-01
115529,2018,7,2,3762,3762.0,0,0,2018-07-01
115529,2018,8,0,0,0.0,0,0,2018-08-01
115529,2018,9,4,5712,5712.0,0,0,2018-09-01
115529,2018,10,0,0,0.0,0,0,2018-10-01
115529,2018,11,1,1199,1199.0,0,0,2018-11-01
115529,2018,12,0,0,0.0,0,0,2018-12-01
115633,2017,1,0,0,0.0,0,0,2017-01-01
115633,2017,2,3,3495,3495.0,0,0,2017-02-01
115633,2017,3,2,4374,4374.0,0,0,2017-03-01
115633,2017,4,1,1532,1532.0,0,0,2017-04-01
115633,2017,5,3,5280,5280.0,0,0,2017-05-01
115633,2017,6,2,4942,4942.0,0,0,2017-06-01
115633,2017,7,0,0,0.0,0,0,2017-07-01
115633,2017,8,5,12435,12435.0,0,0,2017-08-01
115633,2017,9,2,1322,1322.0,0,0,2017-09-01
115633,2017,10,1,1061,1061.0,0,0,2017-10-01
115633,2017,11,3,4740,4740.0,0,0,2017-11-01
115633,2017,12,0,0,0.0,0,0,2017-12-01
115633,2018,1,0,0,0.0,0,0,2018-01-01
115633,2018,2,2,3996,3996.0,0,0,2018-02-01
115633,2018,3,1,1154,1154.0,368,66,2018-03-01
115633,2018,4,2,2256,2256.0,0,0,2018-04-01
115633,2018,5,0,0,0.0,0,0,2018-05-01
115633,2018,6,4,3540,3540.0,0,0,2018-06-01
115633,2018,7,6,5214,5214.0,0,0,2018-07-01
115633,2018,8,4,6400,6400.0,0,0,2018-08-01
115633,2018,9,0,0,0.0,0,0,2018-09-01
115633,2018,10,1,679,679.0,0,0,2018-10-01
115633,2018,11,0,0,0.0,0,0,2018-11-01
115633,2018,12,1,927,927.0,0,0,2018-12-01
115705,2017,1,1,674,674.0,0,0,2017-01-01
115705,2017,2,2,1262,1262.0,0,0,2017-02-01
115705,2017,3,3,6048,6048.0,0,0,2017-03-01
115705,2017,4,4,7360,7360.0,0,0,2017-04-01
115705,2017,5,3,5982,5982.0,0,0,2017-05-01
115705,2017,6,5,10065,10065.0,0,0,2017-06-01
115705,2017,7,1,1223,1223.0,0,0,2017-07-01
115705,2017,8,1,1550,1550.0,496,89,2017-08-01
115705,2017,9,2,3952,3952.0,487,88,2017-09-01
115705,2017,10,0,0,0.0,0,0,2017-10-01
115705,2017,11,1,618,618.0,0,0,2017-11-01
115705,2017,12,0,0,0.0,0,0,2017-12-01
115705,2018,1,2,1674,1674.0,0,0,2018-01-01
115705,2018,2,0,0,0.0,0,0,2018-02-01
115705,2018,3,2,3028,3028.0,0,0,2018-03-01
115705,2018,4,0,0,0.0,0,0,2018-04-01
115705,2018,5,1,937,937.0,0,0,2018-05-01
115705,2018,6,1,833,833.0,0,0,2018-06-01
115705,2018,7,0,0,0.0,0,0,2018-07-01
115705,2018,8,0,0,0.0,0,0,2018-08-01
115705,2018,9,4,4336,4336.0,0,0,2018-09-01
115705,2018,10,4,2760,2760.0,0,0,2018-10-01
115705,2018,11,3,7356,7356.0,0,0,2018-11-01
115705,2018,12,0,0,0.0,0,0,2018-12-01
115749,2017,1,0,0,0.0,0,0,2017-01-01
115749,2017,2,0,0,0.0,0,0,2017-02-01
115749,2017,3,0,0,0.0,0,0,2017-03-01
115749,2017,4,0,0,0.0,0,0,2017-04-01
115749,2017,5,0,0,0.0,0,0,2017-05-01
115749,2017,6,0,0,0.0,0,0,2017-06-01
115749,2017,7,0,0,0.0,0,0,2017-07-01
115749,2017,8,0,0,0.0,0,0,2017-08-01
115749,2017,9,0,0,0.0,0,0,2017-09-01
115749,2017,10,0,0,0.0,0,0,2017-10-01
115749,2017,11,0,0,0.0,0,0,2017-11-01
115749,2017,12,0,0,0.0,0,0,2017-12-01
115749,2018,1,0,0,0.0,0,0,2018-01-01
115749,2018,2,0,0,0.0,0,0,2018-02-01
115749,2018,3,0,0,0.0,0,0,2018-03-01
115749,2018,4,0,0,0.0,0,0,2018-04-01
115749,2018,5,0,0,0.0,0,0,2018-05-01
115749,2018,6,0,0,0.0,0,0,2018-06-01
115749,2018,7,1,931,931.0,0,0,2018-07-01
115749,2018,8,3,4950,4950.0,0,0,2018-08-01
115749,2018,9,0,0,0.0,0,0,2018-09-01
115749,2018,10,0,0,0.0,0,0,2018-10-01
115749,2018,11,1,1757,1757.0,0,0,2018-11-01
115749,2018,12,4,4876,4876.0,0,0,2018-12-01
115805,2017,1,3,6231,6231.0,0,0,2017-01-01
115805,2017,2,0,0,0.0,0,0,2017-02-01
115805,2017,3,0,0,0.0,0,0,2017-03-01
115805,2017,4,0,0,0.0,0,0,2017-04-01
115805,2017,5,4,9156,9156.0,424,76,2017-05-01
115805,2017,6,4,5720,5720.0,0,0,2017-06-01
115805,2017,7,0,0,0.0,0,0,2017-07-01
115805,2017,8,5,3170,3170.0,0,0,2017-08-01
115805,2017,9,0,0,0.0,0,0,2017-09-01
115805,2017,10,1,937,937.0,0,0,2017-10-01
115805,2017,11,3,3753,3753.0,0,0,2017-11-01
115805,2017,12,3,4452,4452.0,0,0,2017-12-01
115805,2018,1,1,1933,1933.0,418,75,2018-01-01
115805,2018,2,1,1105,1105.0,0,0,2018-02-01
115805,2018,3,4,7408,7408.0,0,0,2018-03-01
115805,2018,4,0,0,0.0,0,0,2018-04-01
115805,2018,5,4,5004,5004.0,0,0,2018-05-01
115805,2018,6,3,5418,5418.0,826,149,2018-06-01
115805,2018,7,5,5745,5745.0,0,0,2018-07-01
115805,2018,8,0,0,0.0,0,0,2018-08-01
115805,2018,9,0,0,0.0,0,0,2018-09-01
115805,2018,10,0,0,0.0,0,0,2018-10-01
115805,2018,11,1,542,542.0,0,0,2018-11-01
115805,2018,12,4,2820,2820.0,0,0,2018-12-01
115852,2017,1,0,0,0.0,0,0,2017-01-01
115852,2017,2,0,0,0.0,0,0,2017-02-01
115852,2017,3,0,0,0.0,0,0,2017-03-01
115852,2017,4,0,0,0.0,0,0,2017-04-01
115852,2017,5,0,0,0.0,0,0,2017-05-01
115852,2017,6,1,628,628.0,0,0,2017-06-01
115852,2017,7,0,0,0.0,0,0,2017-07-01
115852,2017,8,2,4926,4926.0,0,0,2017-08-01
115852,2017,9,5,5370,5370.0,0,0,2017-09-01
115852,2017,10,1,1579,1579.0,0,0,2017-10-01
115852,2017,11,3,1782,1782.0,0,0,2017-11-01
115852,2017,12,0,0,0.0,0,0,2017-12-01
115852,2018,1,0,0,0.0,0,0,2018-01-01
115852,2018,2,3,4599,4599.0,0,0,2018-02-01
115852,2018,3,0,0,0.0,0,0,2018-03-01
115852,2018,4,2,2994,2994.0,0,0,2018-04-01
115852,2018,5,3,2481,2481.0,0,0,2018-05-01
115852,2018,6,6,14892,14892.0,0,0,2018-06-01
115852,2018,7,2,4076,4076.0,0,0,2018-07-01
115852,2018,8,1,1495,1495.0,0,0,2018-08-01
115852,2018,9,2,4808,4808.0,0,0,2018-09-01
115852,2018,10,2,1942,1942.0,0,0,2018-10-01
115852,2018,11,4,9236,9236.0,0,0,2018-11-01
115852,2018,12,1,2133,2133.0,0,0,2018-12-01
116016,2017,1,1,2012,2012.0,0,0,2017-01-01
116016,2017,2,0,0,0.0,0,0,2017-02-01
116016,2017,3,0,0,0.0,0,0,2017-03-01
116016,2017,4,0,0,0.0,0,0,2017-04-01
116016,2017,5,2,4482,4482.0,0,0,2017-05-01
116016,2017,6,0,0,0.0,0,0,2017-06-01
116016,2017,7,3,5304,5304.0,0,0,2017-07-01
116016,2017,8,6,10986,10986.0,0,0,2017-08-01
116016,2017,9,0,0,0.0,0,0,2017-09-01
116016,2017,10,2,3104,3104.0,0,0,2017-10-01
116016,2017,11,0,0,0.0,0,0,2017-11-01
116016,2017,12,0,0,0.0,0,0,2017-12-01
116016,2018,1,2,4882,4882.0,0,0,2018-01-01
116016,2018,2,2,4254,4254.0,0,0,2018-02-01
116016,2018,3,1,743,743.0,0,0,2018-03-01
116016,2018,4,2,3838,3838.0,0,0,2018-04-01
116016,2018,5,1,2466,2466.0,0,0,2018-05-01
116016,2018,6,2,3576,3576.0,0,0,2018-06-01
116016,2018,7,6,3210,3210.0,0,0,2018-07-01
116016,2018,8,4,3644,3644.0,706,127,2018-08-01
116016,2018,9,3,5337,5337.0,0,0,2018-09-01
116016,2018,10,0,0,0.0,0,0,2018-10-01
116016,2018,11,1,2144,2144.0,0,0,2018-11-01
116016,2018,12,5,6475,6475.0,410,74,2018-12-01
116045,2017,1,0,0,0.0,0,0,2017-01-01
116045,2017,2,0,0,0.0,0,0,2017-02-01
116045,2017,3,4,5568,5568.0,0,0,2017-03-01
116045,2017,4,1,761,761.0,0,0,2017-04-01
116045,2017,5,3,3432,3432.0,0,0,2017-05-01
116045,2017,6,6,11328,11328.0,0,0,2017-06-01
116045,2017,7,2,3364,3364.0,0,0,2017-07-01
116045,2017,8,0,0,0.0,0,0,2017-08-01
116045,2017,9,1,1994,1994.0,0,0,2017-09-01
116045,2017,10,4,5648,5648.0,0,0,2017-10-01
116045,2017,11,1,2292,2292.0,373,67,2017-11-01
116045,2017,12,4,4104,4104.0,0,0,2017-12-01
116045,2018,1,2,4750,4750.0,0,0,2018-01-01
116045,2018,2,1,700,700.0,0,0,2018-02-01
116045,2018,3,0,0,0.0,0,0,2018-03-01
116045,2018,4,2,4478,4478.0,0,0,2018-04-01
116045,2018,5,1,728,728.0,0,0,2018-05-01
116045,2018,6,2,3034,3034.0,0,0,2018-06-01
116045,2018,7,0,0,0.0,0,0,2018-07-01
116045,2018,8,1,1389,1389.0,0,0,2018-08-01
116045,2018,9,3,5739,5739.0,0,0,2018-09-01
116045,2018,10,3,6753,6753.0,0,0,2018-10-01
116045,2018,11,3,3777,3777.0,0,0,2018-11-01
116045,2018,12,5,9720,9720.0,0,0,2018-12-01
116164,2017,1,0,0,0.0,0,0,2017-01-01
116164,2017,2,0,0,0.0,0,0,2017-02-01
116164,2017,3,0,0,0.0,0,0,2017-03-01
116164,2017,4,0,0,0.0,0,0,2017-04-01
116164,2017,5,0,0,0.0,0,0,2017-05-01
116164,2017,6,0,0,0.0,0,0,2017-06-01
116164,2017,7,0,0,0.0,0,0,2017-07-01
116164,2017,8,0,0,0.0,0,0,2017-08-01
116164,2017,9,0,0,0.0,0,0,2017-09-01
116164,2017,10,0,0,0.0,0,0,2017-10-01
116164,2017,11,0,0,0.0,0,0,2017-11-01
116164,2017,12,0,0,0.0,0,0,2017-12-01
116164,2018,1,1,2027,2027.0,402,72,2018-01-01
116164,2018,2,1,1294,1294.0,0,0,2018-02-01
116164,2018,3,0,0,0.0,0,0,2018-03-01
116164,2018,4,2,3100,3100.0,545,98,2018-04-01
116164,2018,5,0,0,0.0,0,0,2018-05-01
116164,2018,6,1,856,856.0,569,102,2018-06-01
116164,2018,7,4,8224,8224.0,0,0,2018-07-01
116164,2018,8,0,0,0.0,0,0,2018-08-01
116164,2018,9,0,0,0.0,0,0,2018-09-01
116164,2018,10,0,0,0.0,0,0,2018-10-01
116164,2018,11,0,0,0.0,0,0,2018-11-01
116164,2018,12,0,0,0.0,0,0,2018-12-01
116207,2017,1,0,0,0.0,0,0,2017-01-01
116207,2017,2,0,0,0.0,0,0,2017-02-01
116207,2017,3,4,7060,7060.0,0,0,2017-03-01
116207,2017,4,2,3444,3444.0,0,0,2017-04-01
116207,2017,5,2,2466,2466.0,0,0,2017-05-01
116207,2017,6,2,3614,3614.0,0,0,2017-06-01
116207,2017,7,4,8740,8740.0,0,0,2017-07-01
116207,2017,8,0,0,0.0,0,0,2017-08-01
116207,2017,9,0,0,0.0,0,0,2017-09-01
116207,2017,10,0,0,0.0,0,0,2017-10-01
116207,2017,11,0,0,0.0,0,0,2017-11-01
116207,2017,12,0,0,0.0,0,0,2017-12-01
116207,2018,1,0,0,0.0,0,0,2018-01-01
116207,2018,2,0,0,0.0,0,0,2018-02-01
116207,2018,3,0,0,0.0,0,0,2018-03-01
116207,2018,4,0,0,0.0,0,0,2018-04-01
116207,2018,5,0,0,0.0,0,0,2018-05-01
116207,2018,6,0,0,0.0,0,0,2018-06-01
116207,2018,7,0,0,0.0,0,0,2018-07-01
116207,2018,8,0,0,0.0,0,0,2018-08-01
116207,2018,9,0,0,0.0,0,0,2018-09-01
116207,2018,10,0,0,0.0,0,0,2018-10-01
116207,2018,11,0,0,0.0,0,0,2018-11-01
116207,2018,12,0,0,0.0,0,0,2018-12-01
116238,2017,1,0,0,0.0,0,0,2017-01-01
116238,2017,2,0,0,0.0,0,0,2017-02-01
116238,2017,3,0,0,0.0,0,0,2017-03-01
116238,2017,4,0,0,0.0,0,0,2017-04-01
116238,2017,5,0,0,0.0,0,0,2017-05-01
116238,2017,6,0,0,0.0,0,0,2017-06-01
116238,2017,7,0,0,0.0,0,0,2017-07-01
116238,2017,8,0,0,0.0,0,0,2017-08-01
116238,2017,9,0,0,0.0,0,0,2017-09-01
116238,2017,10,0,0,0.0,0,0,2017-10-01
116238,2017,11,0,0,0.0,0,0,2017-11-01
116238,2017,12,0,0,0.0,0,0,2017-12-01
116238,2018,1,0,0,0.0,0,0,2018-01-01
116238,2018,2,0,0,0.0,0,0,2018-02-01
116238,2018,3,0,0,0.0,0,0,2018-03-01
116238,2018,4,0,0,0.0,0,0,2018-04-01
116238,2018,5,0,0,0.0,0,0,2018-05-01
116238,2018,6,0,0,0.0,0,0,2018-06-01
116238,2018,7,0,0,0.0,0,0,2018-07-01
116238,2018,8,6,8148,8148.0,0,0,2018-08-01
116238,2018,9,1,951,951.0,552,99,2018-09-01
116238,2018,10,0,0,0.0,0,0,2018-10-01
116238,2018,11,3,5775,5775.0,309,56,2018-11-01
116238,2018,12,5,8185,8185.0,0,0,2018-12-01
116288,2017,1,0,0,0.0,0,0,2017-01-01
116288,2017,2,0,0,0.0,0,0,2017-02-01
116288,2017,3,0,0,0.0,0,0,2017-03-01
116288,2017,4,0,0,0.0,0,0,2017-04-01
116288,2017,5,0,0,0.0,0,0,2017-05-01
116288,2017,6,0,0,0.0,0,0,2017-06-01
116288,2017,7,0,0,0.0,0,0,2017-07-01
116288,2017,8,6,8304,8304.0,0,0,2017-08-01
116288,2017,9,4,5884,5884.0,0,0,2017-09-01
116288,2017,10,0,0,0.0,0,0,2017-10-01
116288,2017,11,0,0,0.0,0,0,2017-11-01
116288,2017,12,3,5283,5283.0,0,0,2017-12-01
116288,2018,1,0,0,0.0,0,0,2018-01-01
116288,2018,2,1,2003,2003.0,472,85,2018-02-01
116288,2018,3,2,2620,2620.0,0,0,2018-03-01
116288,2018,4,0,0,0.0,0,0,2018-04-01
116288,2018,5,3,6018,6018.0,0,0,2018-05-01
116288,2018,6,3,2061,2061.0,579,104,2018-06-01
116288,2018,7,3,7143,7143.0,0,0,2018-07-01
116288,2018,8,3,4386,4386.0,0,0,2018-08-01
116288,2018,9,0,0,0.0,0,0,2018-09-01
116288,2018,10,2,1364,1364.0,0,0,2018-10-01
116288,2018,11,3,2538,2538.0,0,0,2018-11-01
116288,2018,12,0,0,0.0,0,0,2018-12-01
116332,2017,1,0,0,0.0,0,0,2017-01-01
116332,2017,2,3,3444,3444.0,0,0,2017-02-01
116332,2017,3,5,4555,4555.0,0,0,2017-03-01
116332,2017,4,2,4384,4384.0,386,69,2017-04-01
116332,2017,5,3,4899,4899.0,509,92,2017-05-01
116332,2017,6,3,4110,4110.0,0,0,2017-06-01
116332,2017,7,1,1316,1316.0,0,0,2017-07-01
116332,2017,8,2,2660,2660.0,0,0,2017-08-01
116332,2017,9,1,2324,2324.0,0,0,2017-09-01
116332,2017,10,1,2440,2440.0,0,0,2017-10-01
116332,2017,11,0,0,0.0,0,0,2017-11-01
116332,2017,12,5,12325,12325.0,0,0,2017-12-01
116332,2018,1,0,0,0.0,0,0,2018-01-01
116332,2018,2,0,0,0.0,0,0,2018-02-01
116332,2018,3,1,2465,2465.0,0,0,2018-03-01
116332,2018,4,2,2300,2300.0,0,0,2018-04-01
116332,2018,5,2,1714,1714.0,0,0,2018-05-01
116332,2018,6,0,0,0.0,0,0,2018-06-01
116332,2018,7,4,4984,4984.0,0,0,2018-07-01
116332,2018,8,6,11766,11766.0,0,0,2018-08-01
116332,2018,9,0,0,0.0,0,0,2018-09-01
116332,2018,10,3,4260,4260.0,0,0,2018-10-01
116332,2018,11,0,0,0.0,0,0,2018-11-01
116332,2018,12,4,2168,2168.0,0,0,2018-12-01
116372,2017,1,0,0,0.0,0,0,2017-01-01
116372,2017,2,0,0,0.0,0,0,2017-02-01
116372,2017,3,0,0,0.0,0,0,2017-03-01
116372,2017,4,2,3604,3604.0,0,0,2017-04-01
116372,2017,5,0,0,0.0,0,0,2017-05-01
116372,2017,6,2,3768,3768.0,0,0,2017-06-01
116372,2017,7,1,902,902.0,0,0,2017-07-01
116372,2017,8,4,7524,7524.0,0,0,2017-08-01
116372,2017,9,2,1900,1900.0,0,0,2017-09-01
116372,2017,10,2,2642,2642.0,0,0,2017-10-01
116372,2017,11,3,7218,7218.0,0,0,2017-11-01
116372,2017,12,3,2379,2379.0,0,0,2017-12-01
116372,2018,1,0,0,0.0,0,0,2018-01-01
